Input 1,Input 2,Input 3,Input 4,Input 5,Input 6,Input 7,Input 8,Input 9,Input 10,Input 11,Input 12,Input 13,Input 14,Input 15,Input 16,Input 17,Input 18,Input 19,Input 20,Input 21,Input 22,Input 23,Input 24,Input 25,Input 26,Input 27,Input 28,Input 29,Input 30,Input 31,Input 32,Input 33,Input 34,Input 35,Input 36,Input 37,Input 38,Input 39,Input 40,Input 41,Input 42,Input 43,Input 44,Input 45,Input 46,Input 47,Input 48,Input 49,Input 50,Input 51,Input 52,Input 53,Input 54,Input 55,Input 56,Input 57,Input 58,Input 59,Input 60,Input 61,Input 62,Input 63,Input 64,Input 65,Input 66,Input 67,Input 68,Input 69,Input 70,Input 71,Input 72,Input 73,Input 74,Input 75,Input 76,Input 77,Input 78,Input 79,Input 80,Input 81,Input 82,Input 83,Input 84,Input 85,Input 86,Input 87,Input 88,Input 89,Input 90,Input 91,Input 92,Input 93,Input 94,Input 95,Input 96,Input 97,Input 98,Input 99,Input 100,Input 101,Input 102,Input 103,Input 104,Input 105,Input 106,Input 107,Input 108,Input 109,Input 110,Input 111,Input 112,Input 113,Input 114,Output 2
0.001525983,0.001546668,0.001883368,0.007982072,0.034879252,0.060274628,0.042150785,0.008290524,0.005028769,0.027141998,0.031142181,0.011001002,0.003482663,0.002352332,0.013868856,0.017315191,0.004825375,0.001793292,0.030320419,0.040014931,0.020488134,0.004853197,0.001119695,7.58E-04,5.68E-04,4.56E-04,3.81E-04,3.26E-04,2.84E-04,2.51E-04,2.23E-04,2.00E-04,7.84E-04,5.60E-04,5.69E-04,0.004382424,0.01906146,0.033926371,0.023548571,0.004880501,0.002218105,0.018949057,0.020552706,0.006031761,0.001574118,5.80E-04,0.015387616,0.016551492,0.006242749,0.002753194,0.020429161,0.024126765,0.01250404,0.004546034,0.001542435,0.001112915,9.47E-04,8.43E-04,7.69E-04,7.12E-04,6.67E-04,6.29E-04,5.97E-04,5.70E-04,5.43E-04,5.74E-04,6.18E-04,0.003015661,0.014366085,0.025179921,0.016539195,0.002598726,0.003103847,0.017706632,0.019242663,0.006794864,0.002537656,0.001113039,0.007480904,0.009440154,0.003686206,0.001464253,0.013497787,0.01835468,0.008728067,0.002359231,4.62E-04,2.85E-04,2.21E-04,1.83E-04,1.57E-04,1.39E-04,1.25E-04,1.14E-04,1.05E-04,9.82E-05,0.01173072,0.007759705,0.005636948,0.003971015,0.002122757,-0.006093772,0.15625,0.060274628,0.15625,0.033926371,0.15625,0.025179921,0.015529233,0.009275658,0.007121971,0.04239812,0.031001456,0.032038522,0.265822785
0.001220807,0.0012896,0.001826562,0.008212557,0.032309781,0.065699031,0.047467656,0.006418669,0.005980234,0.025204544,0.030405617,0.009415774,0.001116396,0.002160668,0.016328251,0.018373582,0.006817078,0.003492894,0.025871318,0.038219378,0.020232728,0.004926055,8.86E-04,5.37E-04,4.06E-04,3.31E-04,2.81E-04,2.45E-04,2.17E-04,1.95E-04,1.77E-04,1.61E-04,0.001620131,3.98E-04,0.001142859,0.005007613,0.017930645,0.034986458,0.026279818,0.003951469,0.00139219,0.019079587,0.02036879,0.008200546,0.003234657,0.002424435,0.013603513,0.017201168,0.004533676,0.003253646,0.018573022,0.025480573,0.013784373,0.003139422,7.31E-04,5.68E-04,4.69E-04,4.07E-04,3.66E-04,3.35E-04,3.11E-04,2.92E-04,2.76E-04,2.63E-04,7.55E-04,7.89E-04,0.001058963,0.003948713,0.013627413,0.027157954,0.021144777,0.002219252,0.002635387,0.01592248,0.014477037,0.003949017,0.002607821,0.001732818,0.007899975,0.009042657,0.005044664,0.002221082,0.011507984,0.017682864,0.008383046,0.001754205,1.59E-04,1.51E-04,1.71E-04,1.81E-04,1.83E-04,1.83E-04,1.80E-04,1.77E-04,1.73E-04,1.70E-04,0.011729818,0.007757402,0.005521936,0.003972416,0.002235467,-0.006207882,0.15625,0.065699031,0.15625,0.034986458,0.15625,0.027157954,0.016049316,0.009560915,0.007083649,0.052880823,0.033064195,0.041611665,0.265822785
7.06E-04,8.04E-04,0.001435818,0.00842482,0.031389267,0.066873637,0.049661662,0.00242781,0.005176594,0.020109188,0.020018953,0.006310673,0.004633753,0.004237902,0.017112952,0.021193788,0.007046656,0.004933788,0.024494471,0.03797555,0.019909791,0.004837552,6.80E-04,3.33E-04,2.06E-04,1.38E-04,9.68E-05,7.07E-05,5.39E-05,4.34E-05,3.72E-05,3.41E-05,2.98E-04,0.001120262,9.89E-04,0.004637368,0.017386406,0.035556348,0.028264773,0.001307967,0.003089936,0.017738469,0.01564757,0.005226453,0.003958632,0.00280901,0.012539897,0.015330392,0.004348736,0.004003448,0.017506964,0.024776934,0.01456137,0.003112039,8.73E-04,7.09E-04,5.96E-04,5.27E-04,4.79E-04,4.43E-04,4.14E-04,3.91E-04,3.71E-04,3.54E-04,8.79E-05,2.53E-04,6.81E-04,0.003703103,0.013135965,0.028114189,0.023521075,0.001074088,0.003009598,0.0154489,0.012397755,0.001359885,0.002499515,0.001814992,0.007766937,0.008576958,0.005167347,0.002604875,0.010884232,0.015534906,0.00883273,0.002412711,8.29E-04,6.78E-04,5.98E-04,5.48E-04,5.11E-04,4.81E-04,4.57E-04,4.36E-04,4.18E-04,4.01E-04,0.011272986,0.007481548,0.005454249,0.003791438,0.002027299,-0.005818738,0.15625,0.066873637,0.15625,0.035556348,0.15625,0.028114189,0.015935871,0.009340776,0.007085747,0.061372443,0.039913092,0.050370091,0.265822785
7.91E-04,8.03E-04,0.001097488,0.007488938,0.033732992,0.064530273,0.04278509,0.002728528,0.005931994,0.015946658,0.012122776,0.001752367,0.005219414,0.003854679,0.018639149,0.02206665,0.008029079,0.003470969,0.028304265,0.039734548,0.020226751,0.004690046,9.35E-04,5.85E-04,4.26E-04,3.39E-04,2.83E-04,2.43E-04,2.14E-04,1.91E-04,1.72E-04,1.57E-04,8.12E-04,5.80E-04,4.66E-04,0.003850115,0.018090899,0.033822894,0.023390386,0.002939151,0.005052933,0.016515972,0.012612597,0.001385474,0.001653041,9.09E-04,0.01294658,0.012791431,0.004428062,0.004445459,0.018430714,0.02393969,0.013345685,0.004323751,0.001351211,0.001009289,8.74E-04,7.84E-04,7.19E-04,6.68E-04,6.27E-04,5.93E-04,5.64E-04,5.38E-04,6.93E-04,7.59E-04,9.64E-04,0.003684992,0.014439139,0.026341634,0.019573126,0.004268319,0.002683935,0.017221446,0.016488163,0.00519642,0.002881572,0.001561709,0.006476887,0.009339179,0.003068499,0.001686279,0.011181596,0.015446124,0.008396729,0.002512265,6.22E-04,4.47E-04,3.79E-04,3.35E-04,3.05E-04,2.82E-04,2.64E-04,2.50E-04,2.37E-04,2.26E-04,0.010838847,0.007005094,0.00555425,0.003833754,0.001450844,-0.005284598,0.15625,0.064530273,0.15625,0.033822894,0.15625,0.026341634,0.015455594,0.008699834,0.006910446,0.058149818,0.040428568,0.039083547,0.265822785
2.49E-04,2.05E-04,9.76E-05,0.005648244,0.035572609,0.061584798,0.035566388,0.004012124,0.004548852,0.015574182,0.018805154,0.005527941,0.002215748,0.001586626,0.019564245,0.021438268,0.009272177,0.003208035,0.028885607,0.040880096,0.01947234,0.005132411,0.001094818,7.32E-04,5.78E-04,4.90E-04,4.31E-04,3.88E-04,3.55E-04,3.29E-04,3.08E-04,2.90E-04,7.69E-04,5.29E-04,1.36E-04,0.00290569,0.018524141,0.031437792,0.01749058,0.002523069,0.003913055,0.018681623,0.017433445,0.006357728,0.002892527,0.001400079,0.011779568,0.012969739,0.004314162,0.003133587,0.018907372,0.025570107,0.012249092,0.003506684,8.47E-04,5.53E-04,4.39E-04,3.78E-04,3.38E-04,3.09E-04,2.87E-04,2.69E-04,2.55E-04,2.42E-04,4.91E-04,5.05E-04,5.40E-04,0.002910505,0.014981543,0.024157906,0.01526152,0.004270185,0.003249783,0.019144942,0.020195872,0.006611089,0.002500495,0.001269861,0.007236462,0.008243549,0.002950307,9.59E-04,0.012065828,0.016831271,0.008431979,0.00191777,4.53E-04,3.10E-04,2.52E-04,2.19E-04,1.98E-04,1.82E-04,1.70E-04,1.60E-04,1.52E-04,1.45E-04,0.010752109,0.006900127,0.005519175,0.003851982,0.001380952,-0.005232934,0.15625,0.061584798,0.15625,0.031437792,0.15625,0.024157906,0.014978488,0.008585741,0.006991494,0.053186562,0.034272938,0.032438301,0.265822785
3.04E-04,3.86E-04,3.68E-04,0.005396933,0.035977175,0.059937978,0.035188967,0.004718395,0.003205758,0.017998863,0.020811682,0.006293622,0.003090386,0.001439619,0.019814149,0.021470993,0.010458127,0.003174008,0.028493591,0.040710569,0.018039831,0.004825823,0.001018412,5.51E-04,3.67E-04,2.82E-04,2.35E-04,2.05E-04,1.85E-04,1.70E-04,1.59E-04,1.50E-04,6.21E-04,7.39E-04,3.35E-04,0.002711402,0.01846705,0.030559026,0.017144587,0.001687988,0.002221722,0.019358892,0.022790573,0.009668091,0.003311646,0.001923905,0.010846345,0.013522279,0.004357893,0.001967054,0.019868938,0.026774234,0.012813123,0.003360495,7.90E-04,5.04E-04,3.73E-04,2.98E-04,2.49E-04,2.15E-04,1.90E-04,1.70E-04,1.55E-04,1.42E-04,2.96E-04,3.44E-04,3.43E-04,0.002170082,0.014497012,0.024266947,0.014145753,0.00314918,0.00390025,0.018221321,0.02008839,0.005636471,0.00148028,3.44E-04,0.007270618,0.007526772,0.002396068,0.001458937,0.013602497,0.01681516,0.008511545,0.002684948,9.18E-04,6.88E-04,5.77E-04,5.07E-04,4.58E-04,4.21E-04,3.92E-04,3.68E-04,3.48E-04,3.30E-04,0.010789592,0.007113966,0.005442966,0.003675626,0.001671,-0.005346626,0.15625,0.059937978,0.15625,0.030559026,0.15625,0.024266947,0.01485656,0.00897786,0.006888766,0.049424417,0.029919016,0.033509246,0.265822785
6.97E-04,6.92E-04,7.27E-04,0.006505995,0.035597191,0.059998205,0.037413956,0.006544905,0.003406776,0.022062701,0.020185023,0.004243872,0.006134267,0.002784481,0.0192474,0.02279422,0.009993382,0.003092896,0.029117343,0.039203702,0.0169405,0.005557027,0.001432241,8.13E-04,5.86E-04,4.68E-04,3.94E-04,3.44E-04,3.07E-04,2.79E-04,2.57E-04,2.38E-04,0.001411981,4.45E-05,4.37E-04,0.002668012,0.017681709,0.032140605,0.018046113,7.12E-04,0.00279435,0.018089199,0.022628675,0.008234941,0.001877076,8.39E-04,0.011316322,0.012716052,0.004867403,0.00211078,0.020316345,0.026862198,0.012665337,0.003589417,0.001009511,6.70E-04,5.16E-04,4.27E-04,3.69E-04,3.26E-04,2.94E-04,2.68E-04,2.47E-04,2.29E-04,1.95E-04,1.55E-04,1.24E-04,0.002343798,0.014249522,0.025512784,0.014501895,0.001924027,0.003826705,0.01672154,0.01631296,0.003185307,0.003437076,0.001795766,0.006119434,0.008274712,0.001385806,0.001049573,0.013811867,0.017175166,0.007816764,0.002808203,7.97E-04,5.03E-04,3.92E-04,3.30E-04,2.88E-04,2.58E-04,2.36E-04,2.18E-04,2.03E-04,1.91E-04,0.011174489,0.0070377,0.005191524,0.004136789,0.001846176,-0.005982965,0.15625,0.059998205,0.15625,0.032140605,0.15625,0.025512784,0.01482426,0.009085255,0.006758736,0.048294139,0.032903711,0.03780157,0.265822785
8.81E-04,9.61E-04,0.001441566,0.007846142,0.033691577,0.061956329,0.043037282,0.006023745,0.003403051,0.025876122,0.026008863,0.008688838,0.004601455,0.001853605,0.020780093,0.023239207,0.010821851,0.003443185,0.028814557,0.039096288,0.016821935,0.005525293,0.001358024,9.23E-04,7.43E-04,6.42E-04,5.77E-04,5.30E-04,4.94E-04,4.66E-04,4.42E-04,4.22E-04,5.73E-06,0.001338393,0.001023333,0.00406753,0.0178442,0.033399979,0.02251948,0.001561978,0.003595022,0.017690896,0.017957039,0.00317559,0.002613665,8.59E-04,0.011032639,0.011899536,0.005406003,0.001861701,0.019738054,0.02647244,0.011454581,0.00366828,8.24E-04,4.58E-04,3.32E-04,2.63E-04,2.19E-04,1.88E-04,1.65E-04,1.47E-04,1.32E-04,1.20E-04,4.89E-05,7.88E-05,2.08E-04,0.002867345,0.013866564,0.027265335,0.017304441,0.001334047,0.003778093,0.015436022,0.015413115,0.00356354,0.003212771,0.001796154,0.006284259,0.008907488,0.001684108,0.001048181,0.013625816,0.017899479,0.008323701,0.002415896,6.07E-04,3.65E-04,2.64E-04,2.08E-04,1.72E-04,1.47E-04,1.29E-04,1.15E-04,1.04E-04,9.49E-05,0.011904147,0.006941804,0.005268972,0.004962343,0.001672832,-0.006635175,0.15625,0.061956329,0.15625,0.033399979,0.15625,0.027265335,0.015439625,0.009047075,0.007021869,0.046200865,0.036972983,0.041395362,0.265822785
8.41E-04,9.82E-04,0.001583354,0.00841377,0.031536311,0.063903392,0.048423925,0.003390763,0.003943154,0.026758413,0.027707204,0.009906372,0.001108223,5.87E-04,0.022748599,0.02295591,0.012575225,0.003782939,0.027235212,0.040203979,0.017238562,0.003901414,7.30E-04,2.90E-04,1.63E-04,1.70E-04,1.93E-04,2.09E-04,2.20E-04,2.25E-04,2.28E-04,2.29E-04,0.001269842,1.21E-04,7.31E-04,0.004387462,0.017211052,0.034902079,0.025870906,0.00167788,0.004174058,0.018448757,0.015770828,0.003168928,0.003206858,0.001873265,0.009573617,0.012412015,0.005160982,0.001201315,0.018752402,0.026258886,0.01144751,0.003273595,5.93E-04,2.88E-04,1.67E-04,1.05E-04,7.19E-05,5.49E-05,4.78E-05,4.62E-05,4.70E-05,4.86E-05,3.67E-04,3.54E-04,3.55E-04,0.002882237,0.013229506,0.028896947,0.019350526,0.002154079,0.004218629,0.014894416,0.016699351,0.003422923,0.001030983,8.00E-04,0.007571487,0.008845218,0.002137073,0.001590725,0.013606689,0.017844414,0.00900288,0.002304884,6.86E-04,4.96E-04,3.87E-04,3.20E-04,2.75E-04,2.41E-04,2.15E-04,1.94E-04,1.77E-04,1.63E-04,0.011930388,0.006910808,0.005453005,0.00501958,0.001457804,-0.006477384,0.15625,0.063903392,0.15625,0.034902079,0.15625,0.028896947,0.016241844,0.009296437,0.007314271,0.046386592,0.040557779,0.044320019,0.265822785
0.001813533,0.001857925,0.002371495,0.009001489,0.033122035,0.062276922,0.047481013,0.005272746,0.005572363,0.024183108,0.019595118,0.004115855,0.005370274,0.002588396,0.020752178,0.024670095,0.011311212,0.003036434,0.029061409,0.038928238,0.016476866,0.005894543,0.001342583,7.77E-04,5.68E-04,4.48E-04,3.71E-04,3.16E-04,2.76E-04,2.44E-04,2.19E-04,1.98E-04,0.001494848,2.53E-04,8.57E-04,0.004277695,0.017472996,0.034319247,0.025339597,0.004074666,0.005174724,0.018472712,0.01681914,0.003260847,0.002554657,0.001718147,0.009979475,0.012302697,0.004346457,0.001293128,0.018885354,0.025207626,0.011871555,0.003083728,9.30E-04,6.22E-04,4.61E-04,3.75E-04,3.20E-04,2.81E-04,2.52E-04,2.29E-04,2.11E-04,1.97E-04,7.99E-04,8.00E-04,9.67E-04,0.003538094,0.014414247,0.027835894,0.019639559,0.003608248,0.004813218,0.016449123,0.016257521,0.002238585,0.00233656,0.001105172,0.00737888,0.008801126,0.002058818,0.001246588,0.013694654,0.017025904,0.00800307,0.002664926,8.14E-04,5.11E-04,3.84E-04,3.10E-04,2.61E-04,2.25E-04,1.97E-04,1.75E-04,1.57E-04,1.42E-04,0.011808752,0.007050827,0.005568163,0.004757925,0.001482664,-0.006240589,0.15625,0.062276922,0.15625,0.034319247,0.15625,0.027835894,0.015596398,0.009112363,0.007204,0.048740818,0.039023828,0.040697077,0.265822785
7.12E-04,7.15E-04,7.05E-04,0.006299409,0.034516808,0.060009242,0.038863708,0.006710253,0.004238229,0.02240893,0.017701087,0.003728281,0.0053279,0.003452353,0.020121418,0.023306923,0.011158796,0.00272293,0.029398921,0.040202741,0.017378465,0.005365754,0.001232821,6.62E-04,4.57E-04,3.60E-04,3.03E-04,2.67E-04,2.42E-04,2.23E-04,2.09E-04,1.97E-04,7.61E-05,0.001447868,0.001115412,0.004252246,0.019164838,0.030420509,0.021990814,0.005870955,0.005216776,0.01793882,0.017234802,0.002153676,0.001528935,3.79E-04,0.011743689,0.010532114,0.004704763,0.001557461,0.01756525,0.023992182,0.009898883,0.003606837,8.16E-04,4.37E-04,3.11E-04,2.45E-04,2.03E-04,1.74E-04,1.53E-04,1.36E-04,1.22E-04,1.11E-04,2.59E-04,2.98E-04,3.44E-04,0.002818077,0.01500791,0.025477915,0.017189826,0.004307377,0.004553474,0.018750407,0.017443506,0.004616624,0.003609774,0.001840021,0.00553593,0.009004635,0.001638473,8.79E-04,0.013051421,0.016739376,0.006998488,0.002787034,6.48E-04,3.23E-04,2.11E-04,1.51E-04,1.14E-04,8.90E-05,7.12E-05,5.80E-05,4.79E-05,4.00E-05,0.011208528,0.006722657,0.005458685,0.004485871,0.001263973,-0.005749844,0.15625,0.060009242,0.15625,0.030420509,0.15625,0.025477915,0.014947981,0.008494246,0.007027768,0.047617608,0.033027381,0.034645382,0.265822785
6.67E-05,1.13E-04,2.39E-04,0.005098088,0.035957024,0.056641861,0.032552559,0.006505738,0.003376021,0.023201055,0.025662031,0.008198474,0.002310103,0.002464498,0.020024362,0.019160302,0.010079927,0.003434984,0.028953514,0.042346987,0.018826022,0.004229047,5.61E-04,2.33E-04,1.40E-04,1.40E-04,1.54E-04,1.66E-04,1.73E-04,1.77E-04,1.80E-04,1.80E-04,0.001122233,1.86E-04,2.09E-04,0.003065035,0.019470971,0.028697467,0.015841841,0.007555362,0.003595133,0.01885833,0.018509411,0.004908727,0.003392574,0.00142395,0.011162304,0.010850937,0.004823133,0.001691362,0.016837635,0.023885763,0.010098253,0.003440267,7.94E-04,3.74E-04,2.47E-04,1.92E-04,1.63E-04,1.46E-04,1.35E-04,1.28E-04,1.22E-04,1.17E-04,4.48E-04,4.52E-04,4.44E-04,0.002592158,0.015393711,0.022482297,0.013702918,0.006149029,0.003761797,0.019065325,0.020891959,0.00590685,0.002950161,0.001213621,0.005764656,0.007891104,0.001379899,0.001452598,0.013399309,0.017454075,0.008480113,0.00252185,7.59E-04,4.69E-04,3.45E-04,2.76E-04,2.31E-04,1.98E-04,1.74E-04,1.54E-04,1.38E-04,1.26E-04,0.010989346,0.006594855,0.005510472,0.004394491,0.001084383,-0.005478874,0.15625,0.056641861,0.15625,0.028697467,0.15625,0.022482297,0.014724132,0.008128903,0.006905094,0.041889085,0.031546114,0.03049485,0.265822785
5.87E-04,5.27E-04,7.64E-04,0.005064457,0.034816666,0.056854207,0.031447304,0.005310078,0.004350495,0.025578484,0.029876956,0.00931367,0.002977057,0.001333073,0.01681739,0.016268106,0.007436808,0.003561801,0.028729024,0.040810382,0.019325204,0.004527389,9.14E-04,6.31E-04,5.04E-04,4.32E-04,3.86E-04,3.52E-04,3.26E-04,3.06E-04,2.89E-04,2.74E-04,9.83E-04,3.25E-04,1.03E-04,0.003154279,0.019523411,0.031166456,0.019070805,0.00559384,0.003239566,0.019742378,0.021778224,0.00740328,0.00405577,0.001626339,0.010541366,0.01294568,0.005949862,0.001287853,0.018208703,0.025471677,0.01226128,0.003376841,8.89E-04,5.75E-04,4.41E-04,3.67E-04,3.19E-04,2.85E-04,2.60E-04,2.41E-04,2.25E-04,2.12E-04,7.00E-04,6.90E-04,7.36E-04,0.003004094,0.015217562,0.021851069,0.014217281,0.005711135,0.003916801,0.017909578,0.021474948,0.006470492,0.001046936,0.001092607,0.0072119,0.007157994,0.001850657,0.001738942,0.013992368,0.018514927,0.009432266,0.002365522,6.34E-04,4.64E-04,3.64E-04,3.02E-04,2.58E-04,2.26E-04,2.01E-04,1.81E-04,1.64E-04,1.50E-04,0.010948942,0.007213733,0.005583901,0.003735209,0.001629832,-0.005365041,0.15625,0.056854207,0.15625,0.031166456,0.15625,0.021851069,0.014596611,0.008839843,0.006940483,0.042661459,0.030772687,0.029023516,0.265822785
8.73E-05,1.05E-04,3.58E-04,0.006334491,0.032541862,0.05953245,0.037037964,0.002632028,0.00591575,0.027473607,0.028973633,0.008457958,0.005067711,0.00263951,0.013377168,0.014906099,0.006008511,0.002473029,0.027710902,0.037184377,0.017163934,0.005355113,0.001402578,8.61E-04,6.46E-04,5.29E-04,4.54E-04,4.02E-04,3.63E-04,3.33E-04,3.09E-04,2.89E-04,5.71E-04,7.75E-04,4.73E-04,0.003581508,0.018566772,0.035586708,0.023278987,0.003608734,0.004167941,0.018730536,0.02382859,0.008660254,0.001593743,9.99E-05,0.012349767,0.013454327,0.007029308,0.001943417,0.019223902,0.027926038,0.012940777,0.003000687,4.77E-04,2.56E-04,1.63E-04,1.16E-04,8.74E-05,6.94E-05,5.72E-05,4.85E-05,4.21E-05,3.73E-05,7.66E-05,1.41E-04,2.80E-04,0.002744713,0.013857797,0.024671562,0.016330842,0.004228031,0.003896154,0.016410905,0.016636052,0.005087679,0.003111019,0.002488133,0.00705968,0.008778517,0.002583269,0.001194795,0.013904362,0.018986556,0.008738117,0.002363579,4.78E-04,2.43E-04,1.49E-04,9.92E-05,6.85E-05,4.82E-05,3.40E-05,2.38E-05,1.64E-05,1.14E-05,0.010847179,0.007568946,0.005458538,0.003278233,0.002110407,-0.005388641,0.15625,0.05953245,0.15625,0.035586708,0.15625,0.024671562,0.014696787,0.009799558,0.006877435,0.048406282,0.034389756,0.032863272,0.265822785
2.21E-04,3.58E-04,8.96E-04,0.007546572,0.030297206,0.063423833,0.043872096,8.39E-04,0.007966569,0.025437487,0.026329132,0.006916913,0.004408078,0.002223418,0.012889201,0.014515975,0.004997385,0.00297781,0.025987709,0.035013687,0.014907154,0.00554819,0.001329122,6.78E-04,4.61E-04,3.47E-04,2.78E-04,2.31E-04,1.98E-04,1.73E-04,1.54E-04,1.39E-04,6.01E-04,7.54E-04,6.61E-04,0.004271682,0.017193741,0.037531041,0.026018545,0.002557196,0.005578243,0.01646725,0.019207794,0.006461339,0.001891948,0.001696583,0.013320123,0.014608978,0.007258634,0.002414718,0.020321941,0.028392535,0.012785882,0.003256575,6.29E-04,3.91E-04,2.87E-04,2.33E-04,2.00E-04,1.78E-04,1.63E-04,1.50E-04,1.41E-04,1.32E-04,6.48E-04,7.02E-04,9.02E-04,0.003509825,0.013499692,0.026540164,0.019048054,0.003373007,0.005016883,0.015069684,0.011452791,0.001014634,0.003509044,0.002390631,0.007196635,0.009715556,0.00279221,8.25E-04,0.014466661,0.018400454,0.008424967,0.002912167,7.95E-04,5.05E-04,3.94E-04,3.30E-04,2.88E-04,2.58E-04,2.35E-04,2.17E-04,2.02E-04,1.90E-04,0.010670782,0.007664961,0.005448666,0.003005821,0.002216294,-0.005222115,0.15625,0.063423833,0.15625,0.037531041,0.15625,0.026540164,0.015128567,0.009826252,0.006870274,0.058396613,0.040154783,0.040812408,0.265822785
9.73E-04,0.001185536,0.001668713,0.008262091,0.030995928,0.064671921,0.048856567,0.004531724,0.005578934,0.022404846,0.024096532,0.00521116,0.002115212,2.21E-04,0.01447222,0.014778792,0.006422386,0.002108994,0.026369784,0.035658188,0.016558165,0.005164145,0.00158156,0.001077731,8.71E-04,7.52E-04,6.73E-04,6.15E-04,5.70E-04,5.34E-04,5.04E-04,4.79E-04,6.46E-04,6.64E-04,5.32E-04,0.004303055,0.016552297,0.037319616,0.02629071,0.003295153,0.005906466,0.014444082,0.011479298,0.002079415,0.003807541,0.002542095,0.013669535,0.015820709,0.007110864,0.001944638,0.020169116,0.027239677,0.011986923,0.003837405,9.63E-04,5.67E-04,4.13E-04,3.32E-04,2.80E-04,2.44E-04,2.17E-04,1.97E-04,1.80E-04,1.67E-04,4.31E-04,4.03E-04,4.58E-04,0.002923169,0.012523038,0.027674876,0.0193114,0.002650791,0.004555768,0.01493914,0.015643873,0.004068457,0.001731689,0.001048546,0.008126874,0.009029989,0.003640666,0.001354511,0.014224584,0.018522437,0.00885541,0.002708266,8.16E-04,5.72E-04,4.60E-04,3.93E-04,3.48E-04,3.14E-04,2.88E-04,2.67E-04,2.50E-04,2.35E-04,0.010920249,0.007334654,0.00557997,0.003585595,0.001754684,-0.005340278,0.15625,0.064671921,0.15625,0.037319616,0.15625,0.027674876,0.01551301,0.009466451,0.0071158,0.060581316,0.045621975,0.041289412,0.265822785
1.03E-04,2.82E-04,6.78E-04,0.006836102,0.033980242,0.061745529,0.041685056,0.009192832,0.005667956,0.022093229,0.020130399,0.004914047,0.003498045,0.002526357,0.013538294,0.017414775,0.00537691,0.001375981,0.029009847,0.036618418,0.017759682,0.005058773,0.001791446,0.001309584,0.001055506,9.10E-04,8.12E-04,7.40E-04,6.85E-04,6.40E-04,6.04E-04,5.73E-04,0.001188869,1.34E-04,5.11E-04,0.003943561,0.018386978,0.03453952,0.022595156,0.004825283,0.005107523,0.015948603,0.015739042,0.004834284,0.003046332,0.002318645,0.013662762,0.015298499,0.006840379,0.001962281,0.019417309,0.026797806,0.011477898,0.003633464,7.82E-04,4.53E-04,3.23E-04,2.54E-04,2.12E-04,1.84E-04,1.65E-04,1.50E-04,1.39E-04,1.30E-04,1.12E-04,1.53E-04,9.17E-05,0.002458418,0.013219812,0.025887296,0.01599734,0.002429821,0.003553949,0.016642178,0.019772149,0.006780141,0.001691507,6.48E-04,0.007986492,0.008853849,0.004045566,0.001390171,0.013442337,0.018869383,0.008743036,0.00212751,5.06E-04,3.38E-04,2.56E-04,2.12E-04,1.84E-04,1.64E-04,1.50E-04,1.38E-04,1.29E-04,1.22E-04,0.010907781,0.007310408,0.005534266,0.003597373,0.001776142,-0.005373516,0.15625,0.061745529,0.15625,0.03453952,0.15625,0.025887296,0.014841097,0.009099066,0.007161772,0.055318911,0.038105824,0.034589339,0.265822785
3.40E-04,3.45E-04,3.20E-04,0.005651183,0.036858813,0.056017115,0.032443609,0.011224148,0.006852777,0.022163137,0.016974129,0.001253238,0.004879268,0.002925965,0.013854753,0.018617055,0.005566346,0.002287385,0.029031466,0.03735909,0.01555006,0.005631227,0.001274489,6.89E-04,4.78E-04,3.59E-04,2.83E-04,2.32E-04,1.94E-04,1.66E-04,1.43E-04,1.26E-04,0.001287475,6.54E-05,4.82E-04,0.002870822,0.019764287,0.031507774,0.017220448,0.00584408,0.005426332,0.019182175,0.021370791,0.005714632,7.04E-04,7.80E-04,0.013506514,0.01390043,0.006939102,0.002743848,0.019007966,0.026628245,0.011614512,0.00288443,6.90E-04,3.69E-04,2.25E-04,1.56E-04,1.17E-04,9.20E-05,7.53E-05,6.34E-05,5.46E-05,4.79E-05,1.27E-04,9.61E-05,1.64E-04,0.002056355,0.014314232,0.023101425,0.011945415,0.002787982,0.003561867,0.018703448,0.019483125,0.005711606,0.003625917,0.001419829,0.007191779,0.009736051,0.003824489,7.94E-04,0.013321972,0.017710468,0.008126634,0.00255837,7.27E-04,4.56E-04,3.49E-04,2.91E-04,2.53E-04,2.27E-04,2.08E-04,1.92E-04,1.80E-04,1.70E-04,0.010308178,0.007190319,0.005420257,0.003117859,0.001770062,-0.004887921,0.15625,0.056017115,0.15625,0.031507774,0.15625,0.023101425,0.013982892,0.009016702,0.006777194,0.048492279,0.030640064,0.031607822,0.265822785
